,id,name,projectId,assigneeIds,assigneeId,userGroupIds,estimate,status,duration,billable,hourlyRate,costRate,pull_date,clickup_task_id
8,63ebf2d289cf166878cdbb18,85zrhh8ck-Historical Push To BQ-85zrhh8bn-Data Load,63e4bf9eeae2264befc4e4fa,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:14,undefined
9,63ebf2d157a0694b3d586a7a,85zrhhbej: Airflow Setup,63e4bf9eeae2264befc4e4fa,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:14,undefined
10,63ebf201ee569c5821ad12d1,85zrjthmz: Data Analysis,63e4bf9eeae2264befc4e4fa,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:14,undefined
11,63ebf20089cf166878cdba39,85zrk7fzf: Aloha Integration,63e4bf9eeae2264befc4e4fa,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:14,undefined
12,63ebf1ffee569c5821ad12cf,85zrk7g1h-Get data from SFTP to Bigquery-85zrk7fzf-Aloha Integration,63e4bf9eeae2264befc4e4fa,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:14,undefined
13,63ebf1f389cf166878cdba25,85zrhh8bn: Data Load,63e4bf9eeae2264befc4e4fa,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:14,undefined
14,63ebf1f257a0694b3d5869a1,85zrhh8uf: E2E Deployment & Testing - Airflow + Git + BQ,63e4bf9eeae2264befc4e4fa,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:14,undefined
2,63ebf818ee569c5821ad1cdd,94zz4x: Sales Dashboard / Product Dashboard - Implement 3 attach rate definitions,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
3,63ebf81757a0694b3d5874b8,bn3594: Product Dashboard - Add Yotpo Reviews by product,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
5,63ebf81657a0694b3d5874b6,chr3v3: Customer Profile dashboard feedback - Mail from Inbal & Hamish,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
42,63ebf7c5feb6c45261506d64,85zrjt1zp: URO Products spend for FB issue,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
49,63ebf756feb6c45261506c3e,85zrhvdfm: Tiktok at Campaign Level - Feasibility Check,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
57,63ebf6f3feb6c45261506bd8,bn3264: Finance Dashboard- New Account to be included in calculation,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
58,63ebf6f257a0694b3d5872ca,bn35c1: Find global CPA across dashboards,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
59,63ebf6f1ee569c5821ad1ac5,bna5x9: CX Tag charts populating null - Slack from Hamish,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
60,63ebf6f0feb6c45261506bd6,cqkpbd: Hamish Slack Query - Date Filters in Marketing Dashboard,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
61,63ebf6effeb6c45261506bd4,f21ank: Finance Dashboard - Discrepancy in P&L,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
70,63ebf6e7ee569c5821ad1abf,6f8eb9-FRT is getting populated as null-1ugbguy-CX Dashboard - Inbals Feedback,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
71,63ebf6e6feb6c45261506bc4,94zxxd-Return amount in Shopify and Dashboard not matching-8zee7g-Marketing Dashboard - Points from Martin,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
72,63ebf6e689cf166878cdc24e,94zxxt-Returns as % of Gross Rev Minus Discount in shopify and Dashboard do not match-8zee7g-Marketing Dashboard - Points from Martin,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
73,63ebf6e5feb6c45261506bbe,94zy2w-Cost per New Order - New Requirement-8zee7g-Marketing Dashboard - Points from Martin,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
74,63ebf6e4feb6c45261506bbc,94zy40-Marketing Dashboard -One time order definition check-8zee7g-Marketing Dashboard - Points from Martin,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
75,63ebf6e3feb6c45261506bb8,94zybm: Cohort Dashboard - Require Understanding on LTV of Active subscriber for Cohort Dashboard,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
76,63ebf6e3ee569c5821ad1abb,94zy6k: Retention Dashboard - LTV of Active Subscribers is too high,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
77,63ebf6e2feb6c45261506bb6,94zyf9: Ecommerce Dashboard,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
78,63ebf6e157a0694b3d5872b4,94zyg1-Emails Collected twice than the number reported in Klaviyo-94zyf9-Ecommerce Dashboard,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
79,63ebf6e0ee569c5821ad1ab9,94zyq9-Email capture rate is higher than the number reported in Klaviyo-94zyf9-Ecommerce Dashboard,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
80,63ebf6e057a0694b3d5872b2,94zywg: Product Marketing Dashboard,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
81,63ebf6df57a0694b3d5872b0,b3zbmf-Reverse the formula for variance calculation -Marketing Table-8zdzt4-Finance Dashboard - Points from Alicia,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
82,63ebf6defeb6c45261506bb4,b3zmpa-New Order Revenue - Is this revenue of New orders. Provide notes on this in footnotes.-8zee7g-Marketing Dashboard - Points from Martin,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
83,63ebf6ddee569c5821ad1ab7,"b3zmqr-Paid Search - does this include Google Shopping? If not, It should include Google Shopping in Paid Search and CPA on Paid Search-8zee7g-Marketing Dashboard - Points from Martin",63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
84,63ebf6dd57a0694b3d5872ae,b3zmq1-Subscriptions Added & Subscription Renewals - Provide calculation methodology in footnotes.-8zee7g-Marketing Dashboard - Points from Martin,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
85,63ebf6dc57a0694b3d5872ac,b4131w: Pivot Finance Chart,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
86,63ebf6db89cf166878cdc24a,bfkfwc: CX Dashboard - CX Tagging Changes done,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
87,63ebf6dafeb6c45261506bb2,bfkq1f: Subscription renewals logic updated,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
88,63ebf6daee569c5821ad1ab3,bn354e: LTV Dashboard improvements,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
89,63ebf6d9ee569c5821ad1ab1,bn6zxh-Create model-bfkfwc-CX Dashboard - CX Tagging Changes done,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
90,63ebf6d857a0694b3d5872aa,bnacuc-Frontend recreation of tag analysis charts-bfkfwc-CX Dashboard - CX Tagging Changes done,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
91,63ebf6d7ee569c5821ad1aaf,chr1rx-QA Recreated charts-bfkfwc-CX Dashboard - CX Tagging Changes done,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
92,63ebf6d6feb6c45261506bb0,chtg5x: CX Dashboard - Agent utilisation number is higher,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
93,63ebf6d6ee569c5821ad1aad,cx86du: Marketing Dashboard Alignment issue,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
94,63ebf6d5feb6c45261506bae,dm19u9-Mail from Martin-94zyrp-E-Commerce Dashboard - % of Non-Bounced Sessions with PPV is higher than 100%,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
95,63ebf6d489cf166878cdc248,dm1x07: CX tags clarification to Hamish,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
96,63ebf6d3feb6c45261506bac,dtt9h1: CX Dashboard - Automated Report for Inbal,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
97,63ebf6d2feb6c45261506baa,dzkn15: Fix the error causing Marketing Model to fail,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
158,63ebf6a1feb6c45261506b80,85zrjt1nu-Unmapped_atc issue-2h271pf-Amol's Questions,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
159,63ebf6a157a0694b3d58728a,85zrhmfjg: tiktok garbage rows exclusion and QA,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
160,63ebf6a0ee569c5821ad1a78,85zrjt4bf-Review of Basket and cross-sell analysis-2h271pf-Amol's Questions,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
161,63ebf69ffeb6c45261506b7e,85zrkb77j-Question on data in acquisition models compared to the base tables-2h271pf-Amol's Questions,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
162,63ebf694feb6c45261506b76,8zea6e-Include new components into calculation of Purchase of fixed Assets-8zdzt4-Finance Dashboard - Points from Alicia,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
163,63ebf693ee569c5821ad1a6f,8zeafx-Include new accounts in the calculation of working capital-8zdzt4-Finance Dashboard - Points from Alicia,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
164,63ebf692feb6c45261506b74,8zeaxk-Reverse the formula for % Relative in PnL Forecast table-8zdzt4-Finance Dashboard - Points from Alicia,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
165,63ebf69257a0694b3d587281,94zyvt: Ecommerce Dashboard - Require documentation on approach used for Upsell events,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
166,63ebf691ee569c5821ad1a6d,bn6k1d-Arrange for missing Historical data-b3ztn1-CX Dashboard - CX Agent Schedule not updating,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
167,63ebf69089cf166878cdc200,chxk3t-Collate list of google sheets to collated into one-b4132w-Config Panel,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
168,63ebf68fee569c5821ad1a6b,cx8zg9-RCA to find and Map the new account from QB - Amex 1003-bn3264-Finance Dashboard- New Account to be included in calculation,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
173,63ebf68b57a0694b3d58727f,85zrhvdgx: Documentation on changes in Pipeline,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
176,63ebf67757a0694b3d58721e,85zrhpm91: klaviyo data ingestion due to pipeline failures,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
177,63ebf64589cf166878cdc0f7,9518c0: GSheet Metadata pipeline failure,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
178,63ebf644feb6c45261506a73,9581ha: Update Facebook business SDK,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
179,63ebf643ee569c5821ad1952,b9nwtr: Google Analytics - Historical ingestion for shoppingStage,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
180,63ebf642feb6c45261506a71,bfkjyn: Google Analytics - Historical ingestion for all shoppingStage tables,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
181,63ebf64257a0694b3d58717b,bfjbqg: Adwords pipeline failure,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
182,63ebf64157a0694b3d587179,bn6jwr-Build pipeline to ingest data of Agent Roster-b3ztn1-CX Dashboard - CX Agent Schedule not updating,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
183,63ebf640ee569c5821ad1950,bn6k0r-Ingest Historical Data-b3ztn1-CX Dashboard - CX Agent Schedule not updating,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
184,63ebf63f89cf166878cdc0f5,bn6k2v-Ingest missing historical data-b3ztn1-CX Dashboard - CX Agent Schedule not updating,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
185,63ebf63e57a0694b3d587177,bn6zw9-Creating pipeline for daily Ingestion-bfkfwc-CX Dashboard - CX Tagging Changes done,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
186,63ebf63dee569c5821ad194e,cqgq17-Create Framework to ingest one google sheet with multiple tabs-b4132w-Config Panel,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
187,63ebf63dee569c5821ad194c,dtx5h5: Process stage pipeline failing,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
188,63ebf63c57a0694b3d587175,f21dyv: Data type validation of G Sheets,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
224,63ebf5f3ee569c5821ad18e3,94zz2f: Change Order status chart in Ops Inventory and Logistic,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
225,63ebf5f2feb6c45261506a1e,94zz39-Create two separate date filters for fulfilment and remaining charts of Ops & Inventory-dzk41n-Logistics and Inventory - Chart Updates,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
226,63ebf5f1ee569c5821ad18e1,94zz40-Change the X axis to dates for order weight chart-dzk41n-Logistics and Inventory - Chart Updates,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
227,63ebf5f189cf166878cdc08a,94zz3q-Match the color of Map and Average for Days to the home chart in Ops inventory-dzk41n-Logistics and Inventory - Chart Updates,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
228,63ebf5f0feb6c45261506a1c,b3zaxu: Mail from Inbal on Sales QA,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
229,63ebf5efee569c5821ad18df,b3zby4-Difference in Actual gross revenue in Finance and Marketing dashboard.-8zdzt4-Finance Dashboard - Points from Alicia,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
230,63ebf5ee89cf166878cdc080,b3zc13-Projected gross revenue and spend is not correct-8zdzt4-Finance Dashboard - Points from Alicia,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
231,63ebf5edee569c5821ad18db,b4132w: Config Panel,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
232,63ebf5ecfeb6c45261506a0c,bn34y2: A-FLO-003 product implementation,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
233,63ebf5ebee569c5821ad18d7,bna4c3-Logistics & Inventory dashboard - Add Warehouse Filter & Update Pull Category-dzk41n-Logistics and Inventory - Chart Updates,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
234,63ebf5ebee569c5821ad18d5,cx88rv: Logistics & Inventory - Data needed from data warehouse on Inventory.,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
235,63ebf5eafeb6c45261506a0a,dm1bxj: Logistics and Inventory - Email From Inbal,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
236,63ebf5e957a0694b3d5870fd,dtvtcj: Product Taxonomy - Update newly launched products,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
237,63ebf5e8feb6c45261506a08,dzjue8-Config Panel - Indirect COGS-b4132w-Config Panel,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
238,63ebf5e8ee569c5821ad18d3,dzk120-Config Panel - De-bundling-b4132w-Config Panel,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
239,63ebf5e757a0694b3d5870fb,dzn79p: Ops Logistics & Inventory chart - Addition Pull Slab,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
240,63ebf5e689cf166878cdc074,ew2v3y: Update Holiday Shipping Rates,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
280,63ebf59dfeb6c4526150699b,bfkfg9-Inbal Query on Slack - Logistics & Inventory-dzk41n-Logistics and Inventory - Chart Updates,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
292,63ebf52789cf166878cdbf03,b41311: Bobby's Dashboard,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
293,63ebf52657a0694b3d586f80,dzk41n: Logistics and Inventory - Chart Updates,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
319,63ebf3effeb6c452615066e5,8zee7g: Marketing Dashboard - Points from Martin,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
320,63ebf3ef57a0694b3d586dc5,dm1rbt-FRT numbers check-1ugbguy-CX Dashboard - Inbals Feedback,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
321,63ebf3ee89cf166878cdbcf0,dm3q23: Finance Dashboard - Ingestion of 2019 Data,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
322,63ebf3edee569c5821ad1562,dznb7r: CX Dashboard - List of Auto Close Tickets in Gorgias,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
420,63ebf3a489cf166878cdbc9a,85zrgt8gh: Implement Amazon product hierarchy,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
421,63ebf3a389cf166878cdbc98,85zrn17ku-Null as Product group in Net revenue by product chart CEO dash-2h271pf-Amol's Questions,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
422,63ebf2a5feb6c45261506524,6fc0a6-RT Numbers are high and need to re-validated-1ugbguy-CX Dashboard - Inbals Feedback,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
423,63ebf2a589cf166878cdbacf,6f4gzp-CX QA-1ugbguy-CX Dashboard - Inbals Feedback,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
424,63ebf2a4feb6c45261506522,8zdzt4: Finance Dashboard - Points from Alicia,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
425,63ebf2a3feb6c45261506520,94zyrp: E-Commerce Dashboard - % of Non-Bounced Sessions with PPV is higher than 100%,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
426,63ebf2a3ee569c5821ad1371,94zy4r: CPA on Paid Search is not consistent - Bing Search is Incorrect,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
427,63ebf2a257a0694b3d586a49,b3ztn1: CX Dashboard - CX Agent Schedule not updating,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
428,63ebf2a189cf166878cdbacc,b9r37y: CX Dashboard Excel Export Failing from Sigma,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
429,63ebf2a0feb6c4526150651e,bfje57: Finance Dashboard - Cash Flow: Data for Investing activities is not available in Raw - Quick Books,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
430,63ebf29f89cf166878cdbaca,bfmegb-Config Panel - Direct COGS-b4132w-Config Panel,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
431,63ebf29f57a0694b3d586a47,cx8zm0-Modeling changes to pull in the new account-bn3264-Finance Dashboard- New Account to be included in calculation,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
432,63ebf29e89cf166878cdbac8,dm37zc: Finance Dashboard - Adding new accounts : Payroll Liabilities and Outbound Shipping,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
433,63ebf29d57a0694b3d586a45,dtydmu: List of Dashboards - Require store level break,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
434,63ebf29cfeb6c4526150651c,ew2jvg: Finance Dashboard - Add Account name - Reimbursements (Bobby) (deleted) in Balance Sheet,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
435,63ebf29cee569c5821ad136f,ew2vcr-Product Taxonomy-b4132w-Config Panel,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
484,63ebf27889cf166878cdbaa6,85zrgmya9: Add description for FB pipelines,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
485,63ebf27789cf166878cdbaa4,85zrhb58c: Fix Rundeck error,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,PT2H,True,,,2023-02-22 16:56:18,undefined
488,63ebf24657a0694b3d5869f8,85zrhb3z4: New Acquisition Charts,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
489,63ebf245feb6c452615064c1,85zrk79cj: GA Data Check,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
490,63ebf244ee569c5821ad1304,85zrn4y77: New Shipping Rates 2023,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
499,63ebf22889cf166878cdba59,85zrkhj58: List of Dashboard in Old Frame - Google Sheet,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
500,63ebf217feb6c45261506483,85zrn4xkj: Pinterset - New Ad account,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
501,63ebf206feb6c45261506474,94zz21: NPS Dashboard - New chart Request,63e4bdfc29437653f72a1bd0,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:18,undefined
6,63ebf88357a0694b3d587563,85zrh3n5k: DB - AB InBev,63e4bf8f29437653f72a1e3b,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:21,undefined
7,63ebf88289cf166878cdc51c,85zrh3n5m: DB - Ambrosia,63e4bf8f29437653f72a1e3b,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:21,undefined
8,63ebf88157a0694b3d587561,85zrh3n5n: DB - Barrelsmith,63e4bf8f29437653f72a1e3b,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:21,undefined
9,63ebf880ee569c5821ad1d96,85zrh3n5p: DB - Bevridge,63e4bf8f29437653f72a1e3b,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:21,undefined
10,63ebf880ee569c5821ad1d94,85zrh3n5q: DB - Bootlegger,63e4bf8f29437653f72a1e3b,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:21,undefined
11,63ebf87f89cf166878cdc514,85zrh3n5r: DB - Breckenridge,63e4bf8f29437653f72a1e3b,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:21,undefined
12,63ebf87efeb6c45261506e73,85zrh3n5t: DB - Brother's Bond,63e4bf8f29437653f72a1e3b,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:21,undefined
13,63ebf87dfeb6c45261506e71,85zrh3n5w: DB - Cantu Group,63e4bf8f29437653f72a1e3b,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:21,undefined
14,63ebf87dee569c5821ad1d92,85zrh3n5u: DB - Calirosa,63e4bf8f29437653f72a1e3b,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:21,undefined
15,63ebf87c89cf166878cdc511,85zrh3n5x: DB - Casa Don Ramon,63e4bf8f29437653f72a1e3b,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:21,undefined
