,id,name,projectId,assigneeIds,assigneeId,userGroupIds,estimate,status,duration,billable,hourlyRate,costRate,pull_date,clickup_task_id
16,63ebf87b89cf166878cdc50f,85zrh3n5y: DB - Casa Dragones,63e4bf8f29437653f72a1e3b,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:21,undefined
17,63ebf87aee569c5821ad1d90,85zrh3n5z: DB - CleanCo,63e4bf8f29437653f72a1e3b,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:21,undefined
18,63ebf87a89cf166878cdc50d,85zrh3n60: DB - Coconut Cartel,63e4bf8f29437653f72a1e3b,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:21,undefined
19,63ebf87957a0694b3d587555,85zrh3n61: DB - Codigo 1530,63e4bf8f29437653f72a1e3b,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:21,undefined
20,63ebf87889cf166878cdc506,85zrh3n62: DB - Condesa Gin,63e4bf8f29437653f72a1e3b,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:21,undefined
21,63ebf87757a0694b3d587553,85zrh3n63: DB - Conecuh Brands,63e4bf8f29437653f72a1e3b,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:21,undefined
22,63ebf87657a0694b3d587551,85zrh3n64: DB - Corby Spirit & Wine,63e4bf8f29437653f72a1e3b,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:21,undefined
31,63ebf7ccee569c5821ad1c63,85zrgt70h: DB - House of Carbonadi,63e4bf8f29437653f72a1e3b,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:21,undefined
33,63ebf7cb89cf166878cdc3df,85zrgt70j: DB - Tequila Corrido,63e4bf8f29437653f72a1e3b,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:21,undefined
34,63ebf7ca57a0694b3d58744b,85zrh3n5f: DB - Whyte & Mackay,63e4bf8f29437653f72a1e3b,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:21,undefined
40,63ebf72aee569c5821ad1af8,85zrhhz10: Diageo Jan-Dec'22 QBR,63e4bf8f29437653f72a1e3b,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:21,undefined
43,63ebf25389cf166878cdba8b,85zrh3n5h: DB - 80 Proof Imports,63e4bf8f29437653f72a1e3b,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:21,undefined
44,63ebf25389cf166878cdba89,85zrh3n5j: DB - 818 Tequila,63e4bf8f29437653f72a1e3b,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:21,undefined
45,63ebf252feb6c452615064d1,85zrjgqzt: Bacardi OND 2022 QBR,63e4bf8f29437653f72a1e3b,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:21,undefined
0,63ebf8acfeb6c45261506eb5,8zbadb: NPS Launch Oct 2021,63e4beb229437653f72a1d38,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:22,undefined
2,63ebf5c257a0694b3d5870e5,8zbaag: NPS Launch Aug 2021,63e4beb229437653f72a1d38,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:22,undefined
3,63ebf5c1ee569c5821ad18b7,8zbacw: NPS Launch Sep 2021,63e4beb229437653f72a1d38,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:22,undefined
14,63ebf760ee569c5821ad1b32,85zrjmgv9: Mail Automation for SF vs Ascend audit sheet scheduled delivery,63e4bf629b71e0011516ef1b,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:25,undefined
15,63ebf75f89cf166878cdc2c2,85zrk89az: Google Conversion Events - Uploaded vs Data Reflecting on Google Ads - Automated Audit Sheet & Email,63e4bf629b71e0011516ef1b,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:25,undefined
34,63ebf71389cf166878cdc280,85zrgwu3p: PowerBI edit issue for VVDP team,63e4bf629b71e0011516ef1b,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:25,undefined
49,63ebf542ee569c5821ad179d,85zrgfdrt: VVDP Salesforce Ingestion,63e4bf629b71e0011516ef1b,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:25,undefined
50,63ebf54257a0694b3d586fe8,85zrh6m40-Ascend Sync Pipeline Build & Historical Ingestion-85zrgqfmg-Ascend Stream API Implementation,63e4bf629b71e0011516ef1b,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:25,undefined
51,63ebf541ee569c5821ad1799,85zrjnm9c-Create Email Script-85zrjmgv9-Mail Automation for SF vs Ascend audit sheet scheduled delivery,63e4bf629b71e0011516ef1b,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:25,undefined
87,63ebf4b257a0694b3d586f0b,85zrh6k57: BUG - Ascend and Callrail schema tables swap,63e4bf629b71e0011516ef1b,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:25,undefined
100,63ebf2c8ee569c5821ad13aa,85zrgqfmg: Ascend Stream API Implementation,63e4bf629b71e0011516ef1b,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:25,undefined
101,63ebf2c7feb6c45261506549,85zrjue6p: GTM and Calendly SetUp,63e4bf629b71e0011516ef1b,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:25,undefined
108,63ebf24989cf166878cdba79,85zrgt8he: Salesforce and Ascend Data Reconcilation,63e4bf629b71e0011516ef1b,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:25,undefined
116,63ebf21cfeb6c4526150648b,85zrjuedu-pub/sub for calendly missing events-85zrjue6p-GTM and Calendly SetUp,63e4bf629b71e0011516ef1b,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:25,undefined
117,63ebf21cfeb6c45261506489,85zrjuef2-Google Tag Manager-85zrjue6p-GTM and Calendly SetUp,63e4bf629b71e0011516ef1b,[],,[],PT0S,ACTIVE,,True,,,2023-02-22 16:56:25,undefined
